Unnamed: 0,箱番号,サンプル番号,連番,サンプル名,サンプル名推測,メモ日付,メモ人名（ご依頼者）,メモ1,メモ2,番号A1,番号A2,番号A3,番号A,番号B1,番号B2,番号B3,番号B4,番号B,日付,個数,計測値C(g),計測値B,計測値A(%),備考
,31,785.0,1001,,,,,,,20230918,1.0,H0006,202301011598H1598,,,,, ,20230918,1075.7,24.24,21.7566611259798,15.1,
,31,786.0,1002,,,,,,,20230923,1.0,H0012,202301011599H1599,,,,, ,20230923,1059.5,23.3,21.846927621917,13.1,
,31,787.0,1003,,,サンプル1216,,サンプル1761,,,,,,,,,, ,2023-09-22 00:00:00,1006.7,23.5,23.7307506098978,14.5,
,31,,1004,,,,,,,,,,,,,,, ,,,,,,
,31,788.0,1005,,,サンプル1217,,,,,,,,,,,, ,2023-09-15 00:00:00,982.9,22.89,21.2789005360817,15.1,
,31,789.0,1006,,,サンプル1218,,サンプル1762,,,,,,,,,, ,2023-09-23 00:00:00,1017.9,23.3,21.58700989015,13.5,
,31,790.0,1007,,,サンプル1219,,サンプル1763,,,,,,,,,, ,2023-09-18 00:00:00,1010.7,25.04,21.3833447433874,14.1,
,31,791.0,1008,,,サンプル1220,,サンプル1764,,,,,,,,,, ,2023-10-17 00:00:00,947.6,24.43,22.5603584913692,14.4,
,31,792.0,1009,,,サンプル1221,,サンプル1765,,,,,,,,,, ,2023-09-19 00:00:00,981.9,23.59,22.7975532224937,15.1,
,31,793.0,1010,,,サンプル1222,,サンプル1766,,,,,,,,,, ,2023-09-26 00:00:00,1034.4,20.48,20.9802115239897,15.7,
,31,794.0,1011,,,サンプル1223,,サンプル1767,,,,,,,,,, ,2023-09-24 00:00:00,1013.5,21.43,21.6950961932497,14.5,
,31,795.0,1012,,,サンプル1224,,サンプル1768,,,,,,,,,, ,2023-10-04 00:00:00,997.0,23.0,21.6336316345934,15.2,
,32,796.0,1013,,,サンプル1225,,サンプル1769,,,,,,,,,, ,2023-09-25 00:00:00,993.6,22.9,22.057153531794,14.2,
,32,797.0,1014,,,サンプル1226,,サンプル1770,,,,,,,,,, ,2023-09-29 00:00:00,1075.2,22.8,23.8356034327813,14.1,
,32,798.0,1015,,,サンプル1227,,サンプル1771,,,,,,,,,, ,2023-10-01 00:00:00,1150.9,21.57,23.1728352847154,15.1,
,32,799.0,1016,,,サンプル1228,,サンプル1772,,,,,,,,,, ,2023-10-11 00:00:00,988.1,23.6,23.2852738882852,15.5,
,32,,1017,,,,,,,,,,,,,,, ,,,,,,
,32,800.0,1018,サンプル0539,,サンプル1229,,サンプル1773,,,,H0015,H0015,,,,, ,2023-10-04 00:00:00,1052.4,22.94,21.4244216445841,13.8,
,32,801.0,1019,サンプル0540,,サンプル1230,,サンプル1774,サンプル1924,,,H0021,H0021,,,,, ,2023-10-24 00:00:00,1109.3,21.91,21.219656087997,13.6,
,32,802.0,1020,サンプル0541,,サンプル1231,,サンプル1775,サンプル1925,,,H0022,H0022,,,,, ,2023-10-26 00:00:00,930.0,22.58,19.8396049116604,15.5,
,32,803.0,1021,サンプル0542,,サンプル1232,,サンプル1776,,,,H0019,H0019,,,,, ,2023-10-18 00:00:00,1044.1,24.48,20.4278197722098,12.8,
,32,804.0,1022,サンプル0543,,サンプル1233,,サンプル1777,サンプル1926,,,H0023,H0023,,,,, ,2023-10-27 00:00:00,1018.7,21.99,23.5073981548811,14.2,
,32,805.0,1023,サンプル0544,,,,サンプル1778,,,,,,,,,, ,,1057.1,22.55,22.2657167581755,13.9,
,32,806.0,1024,サンプル0545,,,,サンプル1779,,,,,,,,,, ,,1066.3,24.18,21.9748529311942,15.3,
,32,807.0,1025,サンプル0546,,,,サンプル1780,,,,,,,,,, ,,1113.9,22.4,21.1607428930685,14.4,
,32,808.0,1026,サンプル0547,,サンプル1234,,サンプル1781,,,,,,,,,, ,2023-10-20 00:00:00,1091.6,24.6,22.4371566126183,14.7,
,32,809.0,1027,サンプル0548,,サンプル1235,,サンプル1782,,,,,,,,,, ,2023-10-08 00:00:00,1091.9,23.96,20.426597142912,14.5,
,32,,1028,,,,,,,,,,,,,,, ,,,,,,
,32,810.0,1029,サンプル0549,,サンプル1236,,サンプル1783,,,,,,,,,, ,2023-09-22 00:00:00,1050.9,24.21,22.2990745667957,14.7,
,32,,1030,,,,,,,,,,,,,,, ,,,,,,
,32,811.0,1031,,,サンプル1237,,サンプル1784,,,,,,,,,, ,2023-09-09 00:00:00,1106.3,23.08,21.9972675555682,13.6,
,32,812.0,1032,,,サンプル1238,,サンプル1785,,,,,,,,,, ,2023-09-10 00:00:00,1043.9,23.94,20.3842978828005,14.0,
,32,,1033,,,,,,,,,,,,,,, ,,,,,,
,32,813.0,1034,サンプル0550,,サンプル1239,,,,,,,,,,,, ,2023-09-25 00:00:00,1108.5,25.1,22.4665600106914,13.8,
,32,814.0,1035,サンプル0551,サンプル0858,,,サンプル1786,,,,,,,,,, ,,1158.2,23.73,20.6745112217269,14.4,
,32,815.0,1036,,,サンプル1240,,サンプル1787,,,,,,,,,, ,2023-09-05 00:00:00,1103.1,24.26,21.4191064099085,15.9,
,32,,1037,,,サンプル1241,,サンプル1788,,,,,,,,,, ,2023-09-05 00:00:00,,,,,
,32,816.0,1038,,,サンプル1242,,サンプル1789,,,,,,,,,, ,2023-09-06 00:00:00,1054.9,21.08,22.3626897634012,15.0,
,32,817.0,1039,,,サンプル1243,,サンプル1790,,,,,,,,,, ,2023-09-05 00:00:00,1091.1,24.9,22.7237801051581,14.1,
,32,818.0,1040,サンプル0552,,サンプル1244,,サンプル1791,,,,,,,,,, ,2023-09-09 00:00:00,1065.1,21.03,22.2728030914477,15.2,
,32,819.0,1041,,,,,,,,,,,,,,, ,,1198.5,24.46,21.0785467082934,13.5,
,32,820.0,1042,,,サンプル1245,,サンプル1792,,,,,,,,,, ,2023-09-06 00:00:00,1024.0,26.51,23.1905309863648,15.0,
,32,821.0,1043,サンプル0553,,,,,,,,,,,,,, ,,1093.5,22.68,21.5377952461809,14.6,
,32,822.0,1044,サンプル0554,,サンプル1246,,サンプル1793,サンプル1927,,,,,,,,, ,20230902,1033.7,22.81,23.2286251943888,14.6,
,32,823.0,1045,サンプル0555,サンプル0859,サンプル1247,,サンプル1794,サンプル1928,,,,,,,,, ,20230902,1051.7,23.87,23.5262612469956,13.4,
,32,824.0,1046,サンプル0556,,サンプル1248,,サンプル1795,サンプル1929,,,,,,,,, ,20230831,1064.3,22.84,23.6486935286273,14.0,
,32,825.0,1047,サンプル0557,,サンプル1249,,サンプル1796,サンプル1930,,,,,,,,, ,20230903,1050.7,23.8,22.7168561355433,15.3,
,32,826.0,1048,サンプル0558,,サンプル1250,,サンプル1797,,,,,,,,,, ,20230826,1072.4,25.24,21.6582251859666,13.2,
,32,827.0,1049,サンプル0559,,サンプル1251,,サンプル1798,,,,,,,,,, ,20230826,1006.4,25.12,21.4916567496088,14.0,
,32,828.0,1050,サンプル0560,,サンプル1252,,サンプル1799,サンプル1931,,,,,,,,, ,20230902,976.8,21.78,21.3678902974168,14.6,
,32,829.0,1051,サンプル0561,サンプル0860,サンプル1253,,サンプル1800,,,,,,,,,, ,20230901,930.0,22.16,23.0451848419469,15.7,
,32,830.0,1052,サンプル0562,サンプル0861,サンプル1254,,サンプル1801,,,,,,,,,, ,20230903,1059.1,23.32,23.7039540617936,15.2,
,32,831.0,1053,サンプル0563,,サンプル1255,,サンプル1802,,,,,,,,,, ,20230827,1100.4,23.1,22.9689755745864,15.3,
,32,832.0,1054,サンプル0564,,サンプル1256,,サンプル1803,サンプル1932,,,,,,,,, ,20230831,1061.3,24.86,20.8666092469775,14.0,
,32,833.0,1055,サンプル0565,,サンプル1257,,サンプル1804,,,,,,,,,, ,20230825,1080.7,22.47,22.487833544438,14.5,
,32,834.0,1056,サンプル0566,サンプル0862,サンプル1258,,サンプル1805,,,,,,,,,, ,20230903,1054.4,22.13,22.9773434351876,13.8,
,32,835.0,1057,サンプル0567,,サンプル1259,,サンプル1806,サンプル1933,,,,,,,,, ,20230901,1136.2,24.42,21.0988592014552,14.1,
,32,,1058,,,,,,,,,,,,,,, ,,,,,,
,32,,1059,,,,,,,,,,,,,,, ,,,,,,
,32,836.0,1060,サンプル0568,,サンプル1260,,サンプル1807,サンプル1934,,,,,,,,, ,20230830,1125.0,22.8,20.9058964229679,15.3,
,32,837.0,1061,サンプル0569,,サンプル1261,,サンプル1808,サンプル1935,,,,,,,,, ,20230901,959.1,22.18,19.7285338192977,14.4,
,32,838.0,1062,サンプル0570,,サンプル1262,,サンプル1809,サンプル1936,,,,,,,,, ,20230902,1156.8,23.17,21.5170978624278,14.1,
,33,839.0,1063,サンプル0571,サンプル0863,サンプル1263,,サンプル1810,サンプル1937,,,,,,,,, ,20230909,1028.2,23.61,24.2551581894706,13.7,
,33,840.0,1064,サンプル0572,サンプル0864,サンプル1264,,サンプル1811,,,,,,,,,, ,20230905,1034.9,21.26,24.5212239366125,15.2,
,33,841.0,1065,サンプル0573,サンプル0865,サンプル1265,,サンプル1812,,,,,,,,,, ,20230830,1028.9,23.7,22.927634243761,14.8,
,33,842.0,1066,サンプル0574,サンプル0866,サンプル1266,,サンプル1813,,,,,,,,,, ,20230829,1106.3,24.02,22.5473467884775,14.1,
,33,843.0,1067,サンプル0575,,,,サンプル1814,,20231025,1.0,H0103,202301011600H1600,,,,, ,20231025,1039.2,24.66,23.7286179050209,13.5,
,33,844.0,1068,サンプル0576,サンプル0867,サンプル1267,,サンプル1815,サンプル1938,,,,,,,,, ,20230911,984.8,25.47,21.6512097271588,14.9,
,33,,1069,,,,,,,,,,,,,,, ,,,,,,
,33,845.0,1070,サンプル0577,サンプル0868,サンプル1268,,サンプル1816,,,,,,,,,, ,20230905,969.6,22.83,23.1540335978565,15.0,
,33,,1071,,,,,,,,,,,,,,, ,,,,,,
,33,846.0,1072,サンプル0578,サンプル0869,サンプル1269,,サンプル1817,サンプル1939,,,,,,,,, ,20230907,1038.3,25.45,23.3120282006065,15.3,
,33,847.0,1073,サンプル0579,サンプル0870,サンプル1270,,サンプル1818,サンプル1940,,,,,,,,, ,20230907,1102.5,23.74,24.8562120589453,14.3,
,33,848.0,1074,サンプル0580,,サンプル1271,,サンプル1819,サンプル1941,,,,,,,,, ,20230902,1045.6,21.1,21.580962999846,15.4,
,33,849.0,1075,サンプル0581,サンプル0871,サンプル1272,,サンプル1820,サンプル1942,,,,,,,,, ,20230907,1120.0,24.14,20.8047774551107,14.9,
,33,850.0,1076,サンプル0582,サンプル0872,サンプル1273,,サンプル1821,サンプル1943,,,,,,,,, ,20230906,1031.5,23.84,23.74623665645,13.4,
,33,851.0,1077,サンプル0583,サンプル0873,サンプル1274,,サンプル1822,サンプル1944,,,,,,,,, ,20230912,1037.6,24.32,21.3928932961224,14.1,
,33,852.0,1078,サンプル0584,サンプル0874,サンプル1275,,サンプル1823,サンプル1945,,,,,,,,, ,20230912,977.5,23.01,25.322931663353,15.4,
,33,853.0,1079,サンプル0585,サンプル0875,サンプル1276,,サンプル1824,サンプル1946,,,,,,,,, ,20230912,1000.4,23.4,21.5189781443477,14.5,
,33,854.0,1080,サンプル0586,,サンプル1277,,サンプル1825,,,,,,,,,, ,20230922,1070.0,24.37,21.7136063731635,13.9,
,33,855.0,1081,サンプル0587,サンプル0876,サンプル1278,,サンプル1826,サンプル1947,,,,,,,,, ,20230910,1060.0,23.55,21.4701664995464,14.4,
,33,856.0,1082,サンプル0588,サンプル0877,サンプル1279,,サンプル1827,サンプル1948,,,,,,,,, ,20230906,1033.8,23.03,22.619958601443,15.1,
,33,857.0,1083,サンプル0589,サンプル0878,サンプル1280,,サンプル1828,サンプル1949,,,,,,,,, ,20230913,1080.7,23.79,22.7621650991922,14.6,
,33,858.0,1084,サンプル0590,サンプル0879,サンプル1281,,サンプル1829,サンプル1950,,,,,,,,, ,20230911,1051.1,22.26,21.981371281527,14.2,
,33,859.0,1085,サンプル0591,サンプル0880,サンプル1282,,サンプル1830,サンプル1951,,,,,,,,, ,20230910,1070.6,21.65,21.4160349366946,13.1,
,33,860.0,1086,サンプル0592,サンプル0881,,,サンプル1831,,20230919,1.0,H0034,202301011601H1601,,,,, ,20230919,1043.7,25.48,22.5967466377267,15.5,
,33,861.0,1087,サンプル0593,サンプル0882,サンプル1283,,サンプル1832,サンプル1952,,,,,,,,, ,20230911,976.9,23.62,22.1523219682941,13.7,
,33,862.0,1088,サンプル0594,,サンプル1284,,サンプル1833,サンプル1953,,,,,,,,, ,20230902,1039.4,20.99,22.4492434172663,15.1,
,33,863.0,1089,サンプル0595,サンプル0883,サンプル1285,,サンプル1834,,,,,,,,,, ,20230905,1102.5,22.56,22.9998120373275,13.2,
,33,864.0,1090,サンプル0596,サンプル0884,サンプル1286,,サンプル1835,サンプル1954,,,,,,,,, ,20230913,1042.2,24.81,22.2956477195883,13.9,
,33,865.0,1091,サンプル0597,サンプル0885,サンプル1287,,サンプル1836,サンプル1955,,,,,,,,, ,20230910,1112.5,22.49,22.5641864852868,13.7,
,33,866.0,1092,サンプル0598,,サンプル1288,,サンプル1837,サンプル1956,,,,,,,,, ,20230903,1070.7,22.96,21.9094180287869,14.9,
,33,867.0,1093,サンプル0599,サンプル0886,サンプル1289,,サンプル1838,,,,,,,,,, ,20230903,1064.0,23.01,21.7772809651417,13.9,
,33,,1094,,,,,,,,,,,,,,, ,,,,,,
,33,868.0,1095,サンプル0600,,サンプル1290,,サンプル1839,サンプル1957,,,,,,,,, ,20230902,1017.4,23.9,23.4186782942506,15.6,
,33,869.0,1096,サンプル0601,,サンプル1291,,サンプル1840,サンプル1958,,,,,,,,, ,20230831,1026.1,22.31,19.9226118317502,14.4,
,33,870.0,1097,サンプル0602,,サンプル1292,,サンプル1841,サンプル1959,,,,,,,,, ,20230831,1120.0,25.56,23.1564782725471,13.7,
,33,871.0,1098,サンプル0603,,,,サンプル1842,サンプル1960,,,,,,,,, ,,1070.3,21.6,21.6174475904017,14.1,
,33,872.0,1099,サンプル0604,サンプル0887,,,サンプル1843,,20230916,1.0,H0027,202301011602H1602,,,,, ,20230916,991.4,22.4,21.5594838918554,13.6,
,33,873.0,1100,サンプル0605,サンプル0888,,,サンプル1844,,20230917,1.0,H0028,202301011603H1603,,,,, ,20230917,1099.5,23.6,22.4299886656981,14.9,
,33,874.0,1101,サンプル0606,サンプル0889,,,サンプル1845,,20230917,1.0,H0029,202301011604H1604,,,,, ,20230917,1002.9,24.14,20.2857037133776,14.8,
,33,875.0,1102,サンプル0607,サンプル0890,,,サンプル1846,,20230917,1.0,H0030,202301011605H1605,,,,, ,20230917,1044.4,23.37,21.8835970999467,14.5,
,33,876.0,1103,サンプル0608,サンプル0891,,,サンプル1847,,20230918,1.0,H0031,202301011606H1606,,,,, ,20230918,1009.2,24.58,21.8977464313608,13.6,
,33,877.0,1104,サンプル0609,サンプル0892,,,サンプル1848,,20230918,1.0,H0032,202301011607H1607,,,,, ,20230918,1139.5,22.42,22.8511797328551,12.8,
,33,878.0,1105,サンプル0610,サンプル0893,,,サンプル1849,,20230918,1.0,H0033,202301011608H1608,,,,, ,20230918,1100.9,23.81,21.4617686587849,14.1,
,33,879.0,1106,サンプル0611,サンプル0894,,,サンプル1850,,20230919,1.0,H0035,202301011609H1609,,,,, ,20230919,1041.4,22.38,23.9029220493525,14.1,
,33,880.0,1107,サンプル0612,サンプル0895,,,サンプル1851,,20230920,1.0,H0036,202301011610H1610,,,,, ,20230920,1084.1,21.55,21.8231805244285,13.6,
,33,881.0,1108,サンプル0613,サンプル0896,,,サンプル1852,,20230920,1.0,H0037,202301011611H1611,,,,, ,20230920,981.5,22.68,21.8614210441072,13.7,
,33,882.0,1109,サンプル0614,サンプル0897,,,サンプル1853,,20230921,1.0,H0038,202301011612H1612,,,,, ,20230921,1085.1,24.05,21.5026494956138,14.1,
,33,883.0,1110,サンプル0615,サンプル0898,,,サンプル1854,,20230922,1.0,H0039,202301011613H1613,,,,, ,20230922,978.4,22.32,23.059167085722,14.9,
,33,884.0,1111,サンプル0616,サンプル0899,,,サンプル1855,,20230923,1.0,H0040,202301011614H1614,,,,, ,20230923,1056.9,24.11,21.1886523474676,12.8,
,33,885.0,1112,サンプル0617,サンプル0900,,,サンプル1856,,20230923,1.0,H0041,202301011615H1615,,,,, ,20230923,1098.6,23.87,20.025611864272,14.0,
,33,886.0,1113,サンプル0618,サンプル0901,,,サンプル1857,,20230924,1.0,H0042,202301011616H1616,,,,, ,20230924,1119.5,23.78,22.7737838165484,15.0,
,33,887.0,1114,サンプル0619,サンプル0902,,,サンプル1858,,20230924,1.0,H0042,202301011617H1617,,,,, ,20230924,1066.8,23.36,21.5579424740506,12.8,
,33,888.0,1115,サンプル0620,サンプル0903,,,サンプル1859,,20230924,1.0,H0043,202301011618H1618,,,,, ,20230924,1029.6,21.31,21.8771545238885,14.2,
,33,889.0,1116,サンプル0621,サンプル0904,,,サンプル1860,,20230925,1.0,H0044,202301011619H1619,,,,, ,20230925,963.2,23.81,19.4444444444445,14.3,
,33,890.0,1117,,,,,サンプル1861,サンプル1961,20231007,1.0,H0072,202301011620H1620,,,,, ,20231007,1067.0,23.28,21.1000559570882,14.4,
,33,891.0,1118,,,,,サンプル1862,サンプル1962,20231007,1.0,H0072,202301011621H1621,,,,, ,20231007,1048.2,24.02,21.9958974541495,15.6,
,33,892.0,1119,,,,,サンプル1863,サンプル1963,20231007,1.0,H0071,202301011622H1622,,,,, ,20231007,1025.6,23.92,21.9478311866466,14.3,
,33,893.0,1120,,,,,サンプル1864,サンプル1964,20231008,1.0,H0073,202301011623H1623,,,,, ,20231008,1096.0,24.51,22.475481896692,13.8,
,33,,1121,,,,,,,,,,,,,,, ,,,,,14.0,
,33,894.0,1122,,,,,サンプル1865,サンプル1965,20231010,1.0,H0075,202301011624H1624,,,,, ,20231010,1054.8,24.45,22.9955080216733,14.4,
,33,895.0,1123,,,,,サンプル1866,サンプル1966,20231011,1.0,H0076,202301011625H1625,,,,, ,20231011,1064.6,24.36,22.3603406777134,13.7,
,33,896.0,1124,,,,,サンプル1867,サンプル1967,20231011,1.0,H0077,202301011626H1626,,,,, ,20231011,1057.7,24.11,22.2329906031293,13.2,
,33,897.0,1125,,,,,サンプル1868,サンプル1968,20231011,1.0,H0078,202301011627H1627,,,,, ,20231011,1063.0,24.49,21.733750139997,13.8,
,34,898.0,1126,,,,,サンプル1869,サンプル1969,20231012,1.0,H0079,202301011628H1628,,,,, ,20231012,998.7,21.8,21.0300000708402,14.1,
,34,899.0,1127,サンプル0622,,,,サンプル1870,サンプル1970,20231012,1.0,H0080,202301011629H1629,,,,, ,20231012,1099.2,22.47,23.2361315644522,15.5,
,34,,1128,,,,,,,,,,,,,,, ,,,,,,
,34,900.0,1129,サンプル0623,,,,サンプル1871,サンプル1971,20231012,1.0,H0081,202301011630H1630,,,,, ,20231012,1036.3,25.36,21.4006196930043,13.9,
,34,901.0,1130,サンプル0624,,,,サンプル1872,,20231014,1.0,H0082,202301011631H1631,,,,, ,20231014,1053.4,22.62,21.3603670345557,13.4,
,34,902.0,1131,サンプル0625,,,,サンプル1873,,20231014,1.0,H0083,202301011632H1632,,,,, ,20231014,1024.6,23.45,22.7826375897685,15.3,
,34,903.0,1132,サンプル0626,,,,サンプル1874,,20231014,1.0,H0084,202301011633H1633,,,,, ,20231014,1052.3,22.99,24.5453079906606,14.6,
,34,904.0,1133,サンプル0627,,,,サンプル1875,,20231014,1.0,H0085,202301011634H1634,,,,, ,20231014,1003.3,22.3,23.9110702466634,14.9,
,34,905.0,1134,サンプル0628,,,,サンプル1876,,20231016,1.0,H0086,202301011635H1635,,,,, ,20231016,1072.1,24.64,25.4804947668887,14.7,
,34,906.0,1135,サンプル0629,,,,サンプル1877,,20231016,1.0,H0087,202301011636H1636,,,,, ,20231016,1019.7,24.35,23.6665575638817,13.8,
,34,907.0,1136,サンプル0630,,,,サンプル1878,,20231016,1.0,H0088,202301011637H1637,,,,, ,20231016,1040.5,23.63,21.4464749714601,14.5,
,34,908.0,1137,サンプル0631,,,,サンプル1879,,20231017,1.0,H0089,202301011638H1638,,,,, ,20231017,1104.8,23.2,22.3212423055088,13.6,
,34,909.0,1138,サンプル0632,,,,サンプル1880,,20231017,1.0,H0090,202301011639H1639,,,,, ,20231017,976.6,21.83,20.3845938388399,14.7,
,34,910.0,1139,サンプル0633,,,,サンプル1881,,20231017,1.0,H0091,202301011640H1640,,,,, ,20231017,1077.4,23.1,20.9710035293119,15.2,
,34,911.0,1140,サンプル0634,,,,サンプル1882,,20231017,1.0,H0091,202301011641H1641,,,,, ,20231017,1064.3,25.84,23.9327918443841,16.1,
,34,912.0,1141,サンプル0635,,,,サンプル1883,,20231017,1.0,H0092,202301011642H1642,,,,, ,20231017,1104.9,23.23,22.2273195137229,13.7,
,34,913.0,1142,サンプル0636,,,,サンプル1884,,20231019,1.0,H0093,202301011643H1643,,,,, ,20231019,974.6,23.69,20.6344429268534,15.2,
,34,914.0,1143,サンプル0637,,,,サンプル1885,,20231020,1.0,H0094,202301011644H1644,,,,, ,20231020,1024.6,21.75,23.2923547717344,14.9,
,34,915.0,1144,サンプル0638,,,,サンプル1886,,20231020,1.0,H0095,202301011645H1645,,,,, ,20231020,1056.6,21.92,24.0571778947622,13.5,
,34,916.0,1145,サンプル0639,,,,サンプル1887,,20231020,1.0,H0096,202301011646H1646,,,,, ,20231020,996.5,24.56,21.1266213742721,14.5,
,34,917.0,1146,サンプル0640,,,,サンプル1888,,20231021,1.0,H0097,202301011647H1647,,,,, ,20231021,1087.7,21.42,24.6043154854717,15.3,
,34,918.0,1147,サンプル0641,,,,サンプル1889,,20231021,1.0,H0098,202301011648H1648,,,,, ,20231021,1089.4,22.73,22.0546652238978,13.9,
,34,919.0,1148,サンプル0642,,,,サンプル1890,,20231021,1.0,H0099,202301011649H1649,,,,, ,20231021,1055.7,23.68,22.3903182113509,14.6,
,34,920.0,1149,サンプル0643,,,,サンプル1891,,20231023,1.0,H0100,202301011650H1650,,,,, ,20231023,1068.9,22.76,24.5193129795893,14.2,
,34,921.0,1150,サンプル0644,,,,サンプル1892,,20231023,1.0,H0100,202301011651H1651,,,,, ,20231023,978.6,23.44,20.9271277023622,14.6,
,34,922.0,1151,サンプル0645,,,,サンプル1893,,20231024,1.0,H0101,202301011652H1652,,,,, ,20231024,998.9,22.48,22.4315497439588,13.8,
,34,923.0,1152,サンプル0646,,,,サンプル1894,,20231024,1.0,H0102,202301011653H1653,,,,, ,20231024,979.3,24.5,21.7413890052257,14.4,
,34,924.0,1153,サンプル0647,,,,サンプル1895,,20231025,1.0,H0103,202301011654H1654,,,,, ,20231025,1098.1,22.85,21.3766137148255,14.7,
,35,1018.0,1154,,,,,,,,,,,123.0,1030.0,200.0,1343.0,01231030 02001343,20231030,1087.8,23.13,22.831333988801,13.9,
,35,1019.0,1155,,,,,,,,,,,123.0,1030.0,300.0,1343.0,01231030 03001343,20231030,1048.7,23.68,20.7609551550446,13.7,
,35,1020.0,1156,,,,,,,,,,,123.0,1030.0,100.0,1343.0,01231030 01001343,20231030,1068.1,23.29,23.2095764555518,14.3,
,35,1021.0,1157,,,,,,,,,,,123.0,1031.0,300.0,1345.0,01231031 03001345,20231031,1002.0,22.86,22.7841308492438,14.0,
,35,,1158,,,,,,,,,,,,,,, ,,,,,,
,35,1022.0,1159,,,,,,,,,,,123.0,1031.0,100.0,1343.0,01231031 01001343,20231031,1063.7,23.61,22.9370667689917,13.8,
,35,1023.0,1160,,,,,,,,,,,123.0,1101.0,100.0,1345.0,01231101 01001345,20231101,1006.4,20.54,23.8928555170654,15.0,
,35,1024.0,1161,,,,,,,,,,,123.0,1101.0,100.0,1346.0,01231101 01001346,20231101,1049.8,23.54,21.5061122114212,14.5,
,35,1025.0,1162,,,,,,,,,,,123.0,1101.0,200.0,1345.0,01231101 02001345,20231101,1049.7,22.45,22.6543006673564,13.3,
,35,1026.0,1163,,,,,,,,,,,123.0,1101.0,200.0,1346.0,01231101 02001346,20231101,1014.8,22.33,21.7605949793777,15.4,
,35,1027.0,1164,,,,,,,,,,,123.0,1101.0,300.0,1345.0,01231101 03001345,20231101,1031.9,22.88,23.2889605099963,13.7,
,35,1028.0,1165,,,,,,,,,,,123.0,1101.0,300.0,1346.0,01231101 03001346,20231101,1086.3,22.56,22.1400677771951,14.1,
,35,1029.0,1166,,,,,,,,,,,123.0,1102.0,100.0,1345.0,01231102 01001345,20231102,1041.7,23.82,22.8695972654445,15.1,
,35,1030.0,1167,,,,,,,,,,,123.0,1102.0,100.0,1346.0,01231102 01001346,20231102,1047.6,22.11,22.9813112187478,13.8,
,35,1031.0,1168,サンプル0648,,,,サンプル1896,,,,,,123.0,1102.0,400.0,1343.0,01231102 04001343,20231102,1116.6,22.52,22.0084523378868,15.8,
,35,1032.0,1169,サンプル0649,,,,サンプル1897,,,,,,123.0,1102.0,500.0,1343.0,01231102 05001343,20231102,1044.0,23.45,22.5303817111076,12.7,
,35,1033.0,1170,サンプル0650,,,,サンプル1898,,,,,,123.0,1102.0,600.0,1343.0,01231102 06001343,20231102,1058.1,23.69,23.4420449403129,12.3,
,36,1034.0,1171,,,,,,,,,,,123.0,1103.0,200.0,1345.0,01231103 02001345,20231103,1010.9,23.08,22.0471896613731,14.5,
,36,1035.0,1172,,,,,,,,,,,123.0,1103.0,200.0,1346.0,01231103 02001346,20231103,1086.2,20.65,21.7966739261738,13.3,
,36,1036.0,1173,,,,,,,,,,,123.0,1103.0,300.0,1345.0,01231103 03001345,20231103,976.6,21.66,21.9237707860209,14.4,
,36,1037.0,1174,,,,,,,,,,,123.0,1103.0,300.0,1346.0,01231103 03001346,20231103,975.0,23.4,21.1211215630589,13.7,
,36,1038.0,1175,サンプル0651,,,,サンプル1899,,,,,,123.0,1103.0,400.0,1343.0,01231103 04001343,20231103,1000.0,24.5,23.7820271645224,14.1,
,36,1039.0,1176,サンプル0652,,,,サンプル1900,,,,,,123.0,1103.0,500.0,1343.0,01231103 05001343,20231103,967.5,20.77,22.7533837111269,14.5,
,36,1040.0,1177,サンプル0653,,,,サンプル1901,,,,,,123.0,1103.0,600.0,1343.0,01231103 06001343,20231103,1117.7,23.0,21.0469068858045,14.4,
,36,1041.0,1178,,,,,,,,,,,123.0,1104.0,100.0,1345.0,01231104 01001345,20231104,1041.8,24.89,22.2412982225642,14.1,
,36,1042.0,1179,,,,,,,,,,,123.0,1104.0,100.0,1346.0,01231104 01001346,20231104,1107.9,23.49,21.2920106718503,14.0,
,36,1043.0,1180,,,,,,,,,,,123.0,1104.0,200.0,1345.0,01231104 02001345,20231104,987.6,21.88,23.2222354572414,14.2,
,36,1044.0,1181,,,,,,,,,,,123.0,1104.0,200.0,1346.0,01231104 02001346,20231104,988.9,24.18,22.6073460310191,13.8,
,36,1045.0,1182,サンプル0654,,,,サンプル1902,,,,,,123.0,1104.0,400.0,1343.0,01231104 04001343,20231104,1050.2,22.99,20.9231658020302,15.2,
,36,1046.0,1183,サンプル0655,,,,サンプル1903,,,,,,123.0,1104.0,500.0,1343.0,01231104 05001343,20231104,1050.7,23.38,22.6553707420409,13.6,
,36,1047.0,1184,サンプル0656,,,,サンプル1904,,,,,,123.0,1104.0,600.0,1343.0,01231104 06001343,20231104,1001.3,23.34,22.5117184335786,14.5,
,36,1048.0,1185,,,,,,,,,,,123.0,1105.0,100.0,1345.0,01231105 01001345,20231105,967.6,23.61,22.8544005253884,14.6,
,36,1049.0,1186,,,,,,,,,,,123.0,1105.0,100.0,1346.0,01231105 01001346,20231105,1036.4,22.99,23.6582851661915,13.1,
,36,1050.0,1187,,,,,,,,,,,123.0,1105.0,200.0,1345.0,01231105 02001345,20231105,1077.1,23.14,22.7868393025963,14.6,
