sample_id,year,analyzer_id,p_grA_w_ratio,p_grB_w_ratio,p_grC_w_ratio,p_grD_w_ratio,p_grE_w_ratio,p_grF_w_ratio,p_grG_w_ratio,p_grA_c_ratio,p_grB_c_ratio,p_grC_c_ratio,p_grD_c_ratio,p_grE_c_ratio,p_grF_c_ratio,p_grG_c_ratio,p_grA_count,p_grB_count,p_grC_count,p_grD_count,p_grE_count,p_grF_count,p_grG_count,s_grA_w_ratio,s_grF_w_ratio,s_grH_w_ratio,s_grC_w_ratio,s_grB_w_ratio,s_grD_w_ratio,s_grA_c_ratio,s_grF_c_ratio,s_grH_c_ratio,s_grC_c_ratio,s_grB_c_ratio,s_grD_c_ratio,s_grA_count,s_grF_count,s_grH_count,s_grC_count,s_grB_count,s_grD_count,d_grA_w_ratio,d_grI_w_ratio,d_grJ_w_ratio,d_grK_w_ratio,d_grL_w_ratio,d_grM_w_ratio,d_grE_w_ratio,d_grN_w_ratio,d_grO_w_ratio,d_grP_w_ratio,d_grQ_w_ratio,d_grR_w_ratio,d_grD_w_ratio,d_grA_c_ratio,d_grI_c_ratio,d_grJ_c_ratio,d_grK_c_ratio,d_grL_c_ratio,d_grM_c_ratio,d_grE_c_ratio,d_grN_c_ratio,d_grO_c_ratio,d_grP_c_ratio,d_grQ_c_ratio,d_grR_c_ratio,d_grD_c_ratio,d_grA_count,d_grI_count,d_grJ_count,d_grK_count,d_grL_count,d_grM_count,d_grE_count,d_grN_count,d_grO_count,d_grP_count,d_grQ_count,d_grR_count,d_grD_count,all_length_mean,all_width_mean,all_thickness_mean,all_brightness_mean,all_length_sd,all_width_sd,all_thickness_sd,all_brightness_sd,grA_length_mean,grA_width_mean,grA_thickness_mean,grA_brightness_mean,grA_length_sd,grA_width_sd,grA_thickness_sd,grA_brightness_sd,measured_count,flag_crack,flag_features
135,2024,893.0,63.4,0.5,2.9,7.6,0.0,0.0,38.5,68.2,0.0,3.0,0.6,0.9,5.4,30.9,414.0,0.0,0.0,89.0,9.0,0.0,556.0,58.7,27.7,0.5,0.0,0.5,5.1,41.1,31.5,0.0,0.0,0.0,0.5,734.0,599.0,16.0,114.0,2.0,99.0,54.5,1.6,7.7,0.1,0.9,20.4,1.2,0.6,0.0,13.5,0,0.0,9.0,49.5,4.6,0.0,0.0,2.6,25.0,1.5,0.6,0.0,0.0,0,0.4,2.6,740.0,31.0,61.0,1.0,10.0,370.0,17.0,1.0,4.0,0.0,0,1.0,28.0,5.13,2.76,2.06,18.8,0.26,0.08,0.09,2.1,5.77,2.89,1.69,19.9,0.2,0.11,0.09,1.54,1112.0,有,有
136,2024,1047.0,62.8,0.0,0.0,0.0,0.6,0.6,26.2,62.8,0.1,4.9,3.0,3.4,3.7,41.7,510.0,0.0,91.0,0.0,0.0,34.0,345.0,65.7,18.6,0.8,9.6,0.3,9.2,36.4,43.9,0.9,0.0,0.0,1.4,668.0,309.0,13.0,27.0,2.0,0.0,55.0,5.0,0.0,0.4,0.0,32.0,0.3,0.1,0.1,0.0,0,0.2,2.8,35.7,6.2,8.5,4.6,3.3,29.5,3.9,0.5,0.0,5.8,0,0.0,2.6,838.0,14.0,94.0,36.0,2.0,219.0,26.0,4.0,0.0,7.0,0,2.0,135.0,5.2,2.73,2.07,22.4,0.38,0.08,0.08,2.2,5.79,1.9,2.05,21.7,0.22,0.1,0.08,0.91,1024.0,有,有
137,2024,243.0,32.3,0.0,0.0,3.9,0.0,6.0,56.9,71.1,0.0,6.5,4.4,2.1,7.3,33.7,610.0,4.0,119.0,46.0,2.0,42.0,355.0,43.1,29.3,0.4,0.0,0.0,3.1,51.4,45.5,0.0,2.0,0.3,0.0,372.0,334.0,26.0,95.0,3.0,64.0,51.4,2.7,0.0,4.0,0.0,35.2,1.3,0.1,0.2,11.9,0,0.0,2.7,82.5,0.0,0.0,4.7,5.2,21.4,0.0,0.1,0.1,0.0,0,0.2,0.0,609.0,26.0,76.0,43.0,11.0,237.0,18.0,0.0,3.0,90.0,0,5.0,53.0,5.15,2.76,2.01,22.4,0.25,0.1,0.09,2.1,5.05,2.89,2.2,20.0,0.19,0.08,0.09,1.76,1058.0,有,有
138,2024,379.0,54.8,0.0,15.7,0.0,1.2,0.5,3.8,43.6,0.0,1.2,0.0,0.5,2.3,58.6,670.0,2.0,0.0,88.0,26.0,0.0,247.0,35.6,43.2,0.0,0.0,0.2,3.1,48.8,56.1,0.8,0.0,0.1,0.0,152.0,513.0,0.0,153.0,0.0,112.0,41.3,9.2,6.8,3.7,2.0,10.0,0.0,0.1,0.0,10.8,0,0.1,5.3,71.1,4.4,3.5,0.1,0.9,38.2,0.0,0.3,0.1,0.0,0,0.4,0.0,603.0,34.0,89.0,82.0,0.0,157.0,3.0,3.0,0.0,95.0,0,8.0,64.0,5.47,2.73,2.1,22.9,0.28,0.07,0.08,2.5,5.79,0.87,1.89,23.4,0.24,0.1,0.09,1.54,1086.0,有,有
139,2024,363.0,85.0,0.3,1.7,0.0,0.3,1.3,33.1,40.8,0.0,0.0,0.0,0.0,2.2,26.8,505.0,6.0,0.0,0.0,24.0,4.0,280.0,62.0,38.4,2.6,0.0,0.2,0.0,33.7,49.7,0.0,0.9,0.0,6.2,523.0,323.0,27.0,51.0,7.0,23.0,69.8,0.8,8.2,5.3,3.9,22.7,0.5,0.2,0.0,0.0,0,0.4,4.5,21.5,0.0,2.7,3.0,0.9,23.7,0.0,0.0,0.0,0.0,0,0.3,0.0,866.0,49.0,103.0,0.0,0.0,374.0,0.0,0.0,1.0,65.0,0,2.0,48.0,5.31,2.74,2.04,21.8,0.25,0.1,0.1,1.7,3.5,2.16,1.65,24.9,0.2,0.06,0.09,2.58,999.0,有,有
140,2024,69.0,42.6,0.1,4.1,5.1,0.5,4.4,14.6,59.8,0.0,0.0,0.0,2.3,10.5,32.4,706.0,0.0,111.0,3.0,6.0,0.0,603.0,62.9,23.6,0.0,3.7,0.1,0.0,47.3,40.6,1.6,0.0,0.3,15.0,543.0,368.0,0.0,6.0,5.0,15.0,29.3,4.0,2.3,0.3,1.7,22.1,0.0,0.1,0.1,0.0,0,0.0,6.9,51.4,1.1,2.3,7.4,0.0,35.8,0.0,0.1,0.0,4.2,0,0.0,7.1,657.0,28.0,30.0,28.0,6.0,265.0,19.0,1.0,0.0,0.0,0,7.0,0.0,5.2,2.75,2.06,24.6,0.23,0.08,0.1,2.4,5.79,2.86,2.04,23.8,0.23,0.08,0.05,0.66,1086.0,有,有
141,2024,345.0,71.2,0.7,0.0,7.0,0.0,6.7,37.4,38.4,0.0,0.0,3.8,1.8,0.0,35.9,589.0,4.0,198.0,66.0,0.0,18.0,447.0,46.9,46.5,1.6,13.3,0.0,7.7,36.8,44.3,4.1,0.0,0.0,13.9,668.0,352.0,0.0,18.0,2.0,0.0,62.5,7.1,1.1,2.9,3.5,39.1,1.6,0.0,0.2,8.8,0,0.7,0.0,53.9,4.6,1.8,1.5,2.0,15.6,1.0,0.3,0.0,0.1,0,0.5,0.0,333.0,30.0,56.0,39.0,0.0,382.0,19.0,4.0,0.0,0.0,0,4.0,125.0,5.26,2.77,2.09,22.3,0.32,0.09,0.11,2.2,3.67,2.7,0.93,20.2,0.25,0.07,0.07,1.89,998.0,有,有
142,2024,163.0,48.7,0.0,0.0,0.0,0.0,3.7,16.3,50.2,0.0,0.0,0.2,1.1,0.0,39.2,866.0,0.0,42.0,38.0,36.0,18.0,333.0,38.6,52.2,0.2,4.6,0.0,0.0,52.0,49.3,2.1,7.6,0.5,0.0,786.0,427.0,0.0,32.0,2.0,30.0,37.5,7.3,4.9,0.2,2.3,46.5,0.0,0.8,0.1,2.4,0,0.0,1.3,53.1,6.6,8.9,2.8,2.0,20.7,3.8,0.7,0.0,8.6,0,0.0,9.4,729.0,15.0,46.0,0.0,18.0,273.0,32.0,6.0,0.0,125.0,0,3.0,16.0,5.23,2.74,2.05,21.6,0.19,0.09,0.09,2.1,3.74,2.89,1.94,20.4,0.17,0.11,0.08,1.37,1059.0,有,有
143,2024,882.0,43.5,0.0,4.7,0.0,0.9,0.8,48.1,72.5,0.3,1.6,11.2,1.8,1.5,58.8,353.0,5.0,1.0,2.0,0.0,40.0,504.0,44.5,37.5,3.2,0.8,0.3,8.4,43.3,40.6,0.0,4.8,0.2,5.7,596.0,526.0,14.0,2.0,4.0,14.0,62.2,4.1,0.0,5.7,1.6,29.0,0.9,0.4,0.1,0.0,0,0.3,0.0,52.6,4.7,4.9,4.6,0.0,27.5,0.0,0.0,0.3,7.1,0,0.2,1.9,829.0,29.0,73.0,46.0,0.0,258.0,0.0,0.0,1.0,106.0,0,0.0,0.0,5.17,2.7,2.03,22.7,0.27,0.08,0.08,2.2,2.95,2.67,1.12,20.8,0.24,0.02,0.07,1.59,1002.0,有,有
144,2024,967.0,82.3,0.0,0.0,0.0,2.1,5.8,31.3,44.6,0.1,8.6,0.0,1.2,0.8,42.4,518.0,1.0,42.0,48.0,0.0,30.0,217.0,71.9,33.2,0.0,4.4,0.5,2.0,58.4,24.9,3.6,13.0,0.1,11.7,683.0,465.0,0.0,0.0,4.0,11.0,48.1,6.4,2.5,4.1,2.6,38.5,2.2,0.3,0.0,0.0,0,0.5,13.5,29.2,8.0,7.7,4.6,0.2,11.3,2.4,0.0,0.2,7.8,0,0.0,4.8,866.0,32.0,51.0,61.0,31.0,229.0,10.0,2.0,0.0,0.0,0,1.0,141.0,5.24,2.73,2.03,21.8,0.32,0.08,0.09,2.4,3.84,2.89,1.5,19.2,0.28,0.04,0.06,2.13,1020.0,有,有
145,2024,346.0,57.1,0.3,4.6,0.0,1.3,0.0,34.5,55.8,0.0,1.2,2.6,0.1,5.4,49.5,393.0,4.0,0.0,66.0,0.0,21.0,428.0,73.5,47.0,0.1,1.2,0.0,0.0,45.2,30.2,1.1,0.0,0.4,6.8,866.0,581.0,26.0,0.0,0.0,82.0,39.2,2.5,2.7,2.3,1.6,23.6,0.1,0.2,0.1,0.0,0,0.2,0.0,30.7,5.6,5.1,4.2,3.3,38.2,3.8,0.4,0.0,0.0,0,0.0,0.0,689.0,35.0,32.0,31.0,20.0,133.0,0.0,4.0,1.0,11.0,0,0.0,105.0,5.29,2.73,2.04,20.7,0.26,0.09,0.06,2.1,5.3,2.89,2.12,22.2,0.23,0.06,0.06,1.25,1021.0,有,有
146,2024,181.0,54.5,0.2,6.3,0.0,0.0,0.0,38.1,32.1,0.0,12.7,6.2,0.9,0.0,23.5,533.0,0.0,25.0,94.0,0.0,4.0,384.0,55.9,34.1,0.0,5.4,0.0,0.0,57.1,40.3,0.0,2.3,0.0,0.0,620.0,501.0,10.0,11.0,2.0,0.0,63.1,5.4,2.7,2.1,0.0,35.8,0.0,0.0,0.0,0.0,0,0.1,12.0,34.3,6.0,6.8,0.1,2.0,36.9,0.7,0.3,0.1,0.0,0,0.0,13.9,715.0,53.0,89.0,31.0,21.0,276.0,0.0,2.0,0.0,13.0,0,5.0,1.0,5.27,2.72,2.01,21.5,0.32,0.08,0.09,2.1,5.21,2.09,2.2,24.9,0.24,0.06,0.06,2.33,1099.0,有,有
147,2024,790.0,66.7,0.0,0.0,14.2,0.0,6.1,27.4,29.1,0.8,7.7,3.3,2.3,6.3,49.3,693.0,0.0,36.0,0.0,0.0,11.0,300.0,66.8,45.2,2.7,0.0,0.4,4.3,24.6,49.2,0.0,0.0,0.5,13.3,738.0,464.0,20.0,0.0,5.0,38.0,88.1,3.1,1.2,5.9,0.0,21.2,0.0,0.5,0.1,2.1,0,0.2,6.7,53.7,1.7,3.4,9.0,1.2,26.2,2.2,0.0,0.0,5.5,0,0.0,4.6,445.0,3.0,62.0,0.0,10.0,380.0,39.0,0.0,0.0,0.0,0,3.0,14.0,5.18,2.74,2.0,20.1,0.41,0.08,0.07,1.9,5.79,1.9,1.6,15.4,0.19,0.07,0.06,0.84,1015.0,有,有
148,2024,541.0,53.8,0.4,10.8,0.5,1.1,0.5,3.2,51.7,0.0,8.0,10.4,0.0,3.5,31.4,263.0,0.0,22.0,31.0,14.0,54.0,348.0,69.4,41.5,0.0,4.8,0.0,0.0,52.0,36.6,0.0,0.0,0.8,0.0,447.0,607.0,0.0,56.0,1.0,41.0,50.1,0.4,0.2,7.6,1.8,30.1,2.8,0.0,0.0,3.6,0,0.0,3.0,45.1,3.2,4.9,0.0,1.3,18.4,0.4,0.8,0.0,6.6,0,0.6,3.9,646.0,47.0,14.0,21.0,2.0,126.0,21.0,8.0,0.0,65.0,0,0.0,73.0,5.38,2.68,1.95,22.6,0.26,0.07,0.08,2.1,5.39,2.8,1.29,24.9,0.26,0.07,0.07,1.69,998.0,有,有
149,2024,579.0,47.8,0.0,0.0,2.6,0.0,0.6,29.1,51.1,0.0,7.0,3.2,0.3,1.4,44.9,578.0,4.0,57.0,112.0,11.0,0.0,424.0,53.9,49.6,3.3,8.1,0.0,1.2,64.4,52.8,0.0,1.3,0.7,1.1,432.0,446.0,15.0,0.0,6.0,0.0,74.9,3.4,8.9,2.6,1.1,44.9,2.5,0.7,0.2,10.3,0,0.1,7.6,55.4,4.9,2.9,2.8,0.0,34.6,1.6,0.1,0.1,7.9,0,0.1,7.9,541.0,54.0,47.0,25.0,29.0,404.0,16.0,1.0,0.0,50.0,0,3.0,0.0,5.27,2.71,2.03,24.1,0.3,0.08,0.08,1.9,5.79,2.28,1.35,18.6,0.15,0.06,0.06,2.03,1092.0,有,有
150,2024,268.0,80.4,0.2,0.0,0.0,0.9,1.4,16.9,30.3,0.1,13.9,7.4,1.3,3.7,54.6,552.0,0.0,0.0,6.0,0.0,33.0,482.0,67.6,22.9,0.4,1.0,0.5,6.3,53.2,53.9,4.4,3.6,0.3,1.4,334.0,294.0,0.0,62.0,0.0,46.0,36.2,0.0,0.0,1.6,0.7,23.0,2.8,0.1,0.0,5.6,0,0.0,0.0,68.8,1.5,3.7,0.0,2.0,21.5,3.6,0.4,0.2,4.1,0,0.0,0.0,632.0,46.0,40.0,115.0,2.0,305.0,29.0,4.0,0.0,0.0,0,2.0,0.0,5.5,2.74,2.01,22.8,0.22,0.1,0.1,2.0,2.15,2.66,1.71,10.6,0.21,0.03,0.06,2.06,1048.0,有,有
151,2024,911.0,88.7,0.1,5.0,0.0,0.0,4.2,42.3,86.8,0.2,0.0,9.6,1.6,2.8,25.4,696.0,0.0,0.0,0.0,12.0,88.0,329.0,48.6,32.2,0.1,0.0,0.0,1.0,44.9,30.8,1.6,0.0,0.7,8.0,363.0,206.0,0.0,68.0,0.0,0.0,43.6,4.3,5.2,5.9,2.6,39.7,1.1,0.3,0.0,1.5,0,0.0,6.3,47.7,0.2,5.1,0.0,1.5,35.7,0.8,0.3,0.0,3.7,0,0.5,6.5,441.0,0.0,58.0,15.0,10.0,349.0,0.0,2.0,0.0,110.0,0,2.0,229.0,5.39,2.74,2.04,22.8,0.21,0.11,0.09,1.7,5.79,2.64,2.16,17.5,0.15,0.06,0.07,1.27,1113.0,有,有
152,2024,840.0,65.1,0.2,0.0,4.0,0.5,0.0,49.3,60.6,0.0,0.0,2.8,2.4,4.7,33.8,557.0,7.0,96.0,0.0,0.0,0.0,407.0,80.4,42.4,0.9,0.0,0.0,4.7,53.1,32.8,0.0,3.4,0.3,4.5,535.0,683.0,4.0,44.0,1.0,42.0,57.8,1.1,2.2,0.0,0.6,22.1,0.9,0.3,0.0,0.0,0,0.1,9.9,54.2,1.0,0.3,0.6,0.0,33.2,0.0,0.2,0.1,3.7,0,0.2,0.6,466.0,42.0,77.0,83.0,29.0,399.0,0.0,8.0,4.0,0.0,0,0.0,0.0,5.16,2.72,2.09,22.3,0.31,0.08,0.08,2.2,5.14,2.44,2.2,22.4,0.19,0.05,0.03,0.8,1166.0,有,有
153,2024,397.0,53.2,0.2,5.5,1.4,0.0,7.9,22.3,52.0,0.0,0.0,0.0,0.0,4.4,12.8,617.0,0.0,53.0,85.0,15.0,74.0,403.0,14.3,34.9,0.7,0.0,0.7,0.6,70.7,43.2,0.0,3.0,0.0,8.7,550.0,450.0,16.0,31.0,1.0,9.0,50.0,0.0,6.8,3.6,0.0,19.7,2.0,0.1,0.0,12.0,0,0.0,0.0,51.4,3.2,2.2,2.0,2.1,31.0,2.8,0.3,0.0,11.8,0,0.0,1.7,559.0,58.0,67.0,0.0,7.0,227.0,9.0,2.0,1.0,37.0,0,0.0,40.0,5.25,2.78,2.08,24.5,0.19,0.08,0.09,2.3,3.76,2.47,1.46,21.1,0.24,0.07,0.09,1.84,980.0,有,有
154,2024,288.0,49.5,0.0,11.0,4.8,0.6,8.1,27.9,69.9,0.7,5.0,6.5,2.1,5.2,46.5,718.0,1.0,58.0,30.0,26.0,0.0,201.0,72.0,38.0,0.3,5.4,0.1,1.5,84.0,27.2,1.9,0.0,0.0,0.0,535.0,124.0,12.0,88.0,2.0,19.0,51.6,6.5,6.1,4.9,0.0,28.2,0.0,0.2,0.2,5.1,0,0.9,3.5,50.1,0.0,4.8,9.1,0.1,36.5,0.0,0.0,0.1,0.0,0,0.4,10.0,831.0,4.0,0.0,73.0,21.0,157.0,0.0,2.0,0.0,0.0,0,5.0,62.0,5.43,2.76,2.09,23.7,0.39,0.09,0.09,1.8,4.49,2.46,2.2,18.8,0.25,0.05,0.07,1.05,1125.0,有,有
155,2024,962.0,35.1,0.7,0.0,7.8,1.1,5.6,36.3,56.5,0.0,1.6,0.0,0.9,5.5,42.0,659.0,0.0,0.0,8.0,0.0,18.0,221.0,48.7,35.4,0.0,0.0,0.2,12.2,83.2,53.6,1.0,4.4,0.3,0.0,389.0,375.0,5.0,0.0,0.0,4.0,74.7,2.8,4.2,6.3,2.2,26.8,1.8,0.3,0.0,0.0,0,0.3,0.0,51.2,2.7,0.0,3.4,0.8,30.9,1.4,0.6,0.1,10.2,0,0.0,6.6,424.0,56.0,18.0,78.0,9.0,288.0,9.0,4.0,1.0,22.0,0,3.0,108.0,5.29,2.71,2.15,22.9,0.22,0.11,0.08,2.0,4.99,2.25,1.3,20.4,0.18,0.07,0.06,1.86,1012.0,有,有
156,2024,876.0,57.2,0.3,6.3,0.0,2.4,3.7,38.9,50.0,0.3,7.5,6.0,0.1,3.5,47.0,649.0,2.0,54.0,45.0,7.0,28.0,367.0,38.0,36.0,1.1,0.0,0.3,8.9,68.2,51.1,0.0,0.0,0.1,4.7,589.0,488.0,34.0,0.0,0.0,0.0,54.5,1.2,4.7,3.3,3.6,28.3,1.3,0.1,0.1,0.0,0,0.4,6.1,69.3,6.1,0.4,1.9,2.3,27.2,0.0,0.1,0.3,3.7,0,0.2,1.2,760.0,7.0,52.0,5.0,0.0,312.0,17.0,2.0,0.0,10.0,0,0.0,0.0,5.01,2.72,2.0,23.9,0.19,0.08,0.1,1.9,5.19,2.06,1.2,24.9,0.24,0.06,0.07,0.97,1018.0,有,有
157,2024,331.0,61.7,0.1,5.0,3.5,0.9,0.7,29.8,48.9,0.2,9.9,3.3,0.0,10.8,49.2,483.0,2.0,55.0,133.0,0.0,13.0,270.0,57.7,54.2,1.1,0.0,0.3,2.7,65.4,32.6,1.5,18.5,0.0,0.0,866.0,386.0,0.0,0.0,0.0,48.0,53.0,3.6,1.6,3.6,2.0,35.7,0.3,0.1,0.2,3.9,0,0.2,1.5,66.7,6.3,8.8,3.8,4.5,46.3,3.8,0.6,0.1,0.0,0,0.3,7.0,614.0,5.0,64.0,0.0,7.0,481.0,8.0,6.0,0.0,0.0,0,1.0,73.0,5.27,2.77,2.03,23.2,0.19,0.08,0.1,2.3,3.65,2.45,2.2,14.7,0.19,0.05,0.07,1.25,1033.0,有,有
158,2024,705.0,42.2,0.3,1.9,17.0,1.1,1.3,26.6,78.6,0.0,0.0,0.0,1.9,6.6,58.5,496.0,4.0,0.0,53.0,43.0,78.0,173.0,73.0,34.5,2.7,2.6,0.1,0.0,61.2,39.5,4.4,2.9,0.3,7.4,661.0,584.0,5.0,59.0,4.0,0.0,50.6,5.9,5.6,4.1,0.7,19.4,0.4,0.2,0.0,0.0,0,0.2,3.3,47.3,1.3,3.9,3.6,2.6,51.5,0.6,0.7,0.1,7.7,0,0.2,8.0,312.0,0.0,0.0,16.0,25.0,333.0,0.0,0.0,1.0,0.0,0,2.0,0.0,5.36,2.73,2.04,22.3,0.19,0.1,0.09,2.3,4.18,2.35,1.76,21.4,0.17,0.08,0.08,2.14,1062.0,有,有
159,2024,443.0,75.3,0.7,6.2,5.5,1.9,4.5,25.6,32.9,0.2,3.0,2.0,0.5,2.2,33.4,589.0,0.0,6.0,0.0,0.0,24.0,559.0,61.0,20.5,0.0,2.1,0.1,2.0,72.5,44.0,3.0,0.0,0.4,0.0,534.0,529.0,0.0,85.0,0.0,0.0,87.6,1.6,0.6,2.3,0.8,18.1,4.5,0.4,0.0,1.1,0,0.2,0.0,38.7,5.0,2.5,2.8,0.0,17.0,1.3,0.0,0.0,0.0,0,0.7,0.0,363.0,30.0,57.0,0.0,22.0,324.0,36.0,1.0,1.0,149.0,0,3.0,0.0,5.39,2.77,2.03,23.4,0.37,0.09,0.09,2.4,5.24,2.89,1.46,11.1,0.17,0.07,0.07,1.69,1027.0,有,有
160,2024,49.0,57.6,0.0,0.0,1.6,1.1,5.9,40.4,72.0,0.6,0.1,6.2,1.6,4.6,41.1,539.0,9.0,63.0,0.0,39.0,26.0,496.0,39.8,27.7,3.1,1.5,0.0,0.0,59.7,51.2,2.6,0.0,0.0,0.0,353.0,156.0,0.0,61.0,3.0,0.0,78.9,0.0,4.9,1.9,1.4,27.8,0.5,0.1,0.0,0.0,0,0.0,4.3,69.6,0.0,4.2,1.2,0.0,30.8,1.1,0.5,0.1,7.9,0,0.0,4.2,568.0,61.0,58.0,0.0,19.0,328.0,0.0,3.0,2.0,6.0,0,1.0,0.0,5.36,2.72,2.0,21.5,0.33,0.07,0.11,2.5,5.57,1.77,2.2,24.0,0.26,0.08,0.08,2.05,1022.0,有,有
161,2024,451.0,56.5,0.0,0.0,4.4,0.9,3.1,11.8,48.2,0.0,2.8,4.6,0.0,2.8,32.0,760.0,0.0,0.0,21.0,52.0,7.0,462.0,73.5,42.8,2.5,0.0,0.0,0.0,27.8,27.5,2.7,9.0,0.2,4.7,482.0,124.0,12.0,0.0,0.0,54.0,71.7,6.3,4.6,0.0,3.0,24.8,0.1,0.6,0.1,0.0,0,0.7,11.9,53.4,2.5,3.9,8.9,2.7,30.1,1.2,0.5,0.0,0.0,0,0.0,7.5,555.0,48.0,25.0,65.0,0.0,306.0,0.0,1.0,0.0,0.0,0,9.0,107.0,5.51,2.73,2.12,24.4,0.2,0.09,0.08,2.3,3.74,2.71,2.2,19.7,0.11,0.09,0.1,1.78,967.0,有,有
162,2024,1024.0,60.2,0.0,12.0,1.4,0.5,5.6,14.0,38.9,0.2,3.6,0.0,0.0,1.8,36.5,493.0,2.0,13.0,92.0,40.0,6.0,587.0,51.9,54.7,1.3,0.0,0.1,11.8,47.4,36.8,1.4,0.0,0.0,4.8,800.0,399.0,42.0,0.0,1.0,113.0,83.6,2.5,4.2,0.7,0.2,26.8,2.5,0.0,0.1,5.9,0,0.0,13.8,55.1,3.1,3.6,1.5,6.7,26.9,0.4,0.4,0.0,4.8,0,0.4,2.1,518.0,0.0,22.0,0.0,31.0,258.0,10.0,3.0,2.0,0.0,0,2.0,0.0,5.22,2.75,2.09,23.7,0.29,0.11,0.12,1.7,5.19,2.7,2.03,21.9,0.19,0.05,0.06,1.08,1087.0,有,有
163,2024,322.0,72.5,0.1,0.0,8.6,0.0,0.0,17.7,43.8,0.1,0.0,0.0,1.8,0.8,39.8,709.0,1.0,0.0,99.0,18.0,12.0,495.0,74.4,23.6,0.2,13.9,0.2,5.1,53.2,48.6,1.0,5.8,0.0,0.0,593.0,598.0,7.0,0.0,0.0,44.0,46.1,0.1,4.3,5.0,2.4,19.4,0.0,0.7,0.0,8.6,0,0.0,2.5,41.5,4.8,7.4,0.2,1.6,25.9,0.1,0.3,0.1,0.3,0,0.4,3.3,643.0,27.0,0.0,75.0,22.0,218.0,0.0,4.0,0.0,0.0,0,0.0,0.0,5.28,2.74,2.06,21.0,0.4,0.08,0.1,2.9,5.07,2.89,1.84,19.9,0.19,0.08,0.11,1.98,1087.0,有,有
164,2024,437.0,58.4,0.4,0.0,0.0,0.0,2.0,22.2,55.9,0.4,1.9,0.0,0.0,4.6,39.6,632.0,3.0,93.0,7.0,0.0,48.0,730.0,59.4,42.0,0.0,9.2,0.0,0.0,28.4,52.6,0.0,0.0,0.0,0.0,766.0,394.0,13.0,53.0,3.0,0.0,55.3,3.1,9.5,3.9,1.3,17.7,1.2,0.2,0.0,0.0,0,0.1,0.0,52.4,1.8,4.3,5.5,5.0,17.4,1.1,0.3,0.0,0.0,0,0.3,0.0,494.0,14.0,1.0,18.0,10.0,447.0,25.0,2.0,1.0,33.0,0,7.0,100.0,5.17,2.71,2.01,21.8,0.25,0.08,0.06,1.7,3.36,2.38,1.73,23.4,0.21,0.1,0.07,1.18,1132.0,有,有
165,2024,571.0,62.6,0.0,3.4,0.0,1.5,2.4,41.0,63.9,0.5,10.1,0.8,1.1,4.9,41.4,576.0,3.0,2.0,0.0,14.0,36.0,339.0,61.4,40.1,0.0,0.5,0.0,0.0,69.6,42.9,0.5,0.3,0.0,0.0,364.0,403.0,0.0,64.0,8.0,43.0,66.6,0.6,4.5,1.8,1.4,36.3,0.5,0.0,0.0,5.0,0,0.1,0.3,31.2,3.6,2.2,6.1,0.7,28.2,2.3,0.4,0.1,4.8,0,0.0,10.6,577.0,24.0,0.0,58.0,14.0,290.0,23.0,10.0,3.0,0.0,0,1.0,0.0,5.26,2.68,2.02,21.3,0.25,0.09,0.08,1.9,5.03,2.89,1.69,17.1,0.19,0.05,0.09,1.52,1096.0,有,有
166,2024,286.0,76.3,0.0,0.6,11.3,3.1,1.5,48.4,58.1,0.4,0.0,7.6,0.6,5.5,18.6,354.0,0.0,60.0,9.0,26.0,36.0,388.0,64.3,29.0,1.7,8.7,0.0,5.6,67.7,35.0,1.1,9.3,0.0,8.3,741.0,406.0,13.0,0.0,2.0,52.0,36.3,1.1,4.9,0.9,0.8,30.9,0.8,0.0,0.4,0.0,0,0.2,4.8,79.2,0.6,8.2,7.9,1.5,39.9,1.8,0.3,0.1,11.5,0,0.0,3.0,818.0,79.0,25.0,76.0,16.0,357.0,0.0,5.0,0.0,0.0,0,1.0,105.0,5.29,2.77,2.02,21.3,0.4,0.06,0.06,2.2,5.73,2.89,2.02,8.8,0.3,0.04,0.07,1.45,1087.0,有,有
167,2024,343.0,80.6,0.0,0.0,1.6,0.0,0.0,25.3,48.4,0.2,5.3,0.0,1.8,2.3,20.8,409.0,2.0,69.0,68.0,1.0,29.0,589.0,72.5,33.4,0.5,7.0,0.2,13.0,66.4,31.5,0.2,0.0,0.3,3.0,435.0,326.0,0.0,4.0,0.0,18.0,41.6,0.6,1.8,6.0,2.0,28.7,0.0,0.2,0.0,0.0,0,0.1,0.0,57.4,2.8,7.2,3.0,0.6,24.7,0.0,0.3,0.0,0.0,0,0.1,2.0,423.0,3.0,3.0,49.0,5.0,293.0,12.0,2.0,0.0,0.0,0,4.0,13.0,5.23,2.73,2.02,20.5,0.41,0.1,0.1,2.7,5.79,2.89,1.71,21.7,0.16,0.05,0.09,1.26,1014.0,有,有
